#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-12T12:56:36 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-12T12:56:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=V%2f50%2fcatalog&-out.max=unlimited&-out=HR%2cName%2cHD%2cVmag%2cB-V&-out.add=_RAJ2000%2c_DEJ2000&-oc.form=dec	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#INFO	ivoid=ivo://cds.vizier/v/50	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/v/50	    IVOID of underlying data collection
#INFO	creator=Hoffleit D.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/50	    Dataset landing page
#INFO	publication_date=1997-12-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
_RAJ2000	_DEJ2000	HR	Name	HD	Vmag	B-V
286.718750	-37.810278	7232	          	177565	 6.16	 0.72
287.217083	-55.720278	7233	          	177693	 6.49	 1.10
286.735000	-27.670556	7234	 40Tau Sgr	177716	 3.32	 1.19
286.352500	+13.863333	7235	 17Zet Aql	177724	 2.99	 0.01
286.562083	 -4.882500	7236	 16Lam Aql	177756	 3.44	-0.09
286.241250	+31.744444	7237	          	177808	 5.56	 1.54
286.242917	+30.733333	7238	          	177809	 6.06	 1.55
286.717917	-16.228889	7239	          	177817	 6.03	-0.04
286.878750	-28.636944	7240	          	177846	 6.04	 1.61
286.785417	-18.737778	7241	          	177863	 6.29	-0.04
287.087083	-40.496667	7242	   Del CrA	177873	 4.59	 1.09
286.592500	 +8.230000	7243	          	177940	 6.09	 1.60
286.446250	+29.921667	7244	          	178003	 6.31	 1.65
286.787917	 +0.641667	7245	          	178065	 6.56	 0.05
287.060833	-24.656944	7246	          	178075	 6.30	 0.04
284.488333	+77.050833	7247	          	178089	 6.54	 0.38
286.744167	+11.071389	7248	 18    Aql	178125	 5.09	-0.07
287.069583	-19.290000	7249	          	178175	 5.54	-0.11
286.660000	+24.250833	7250	          	178187	 5.77	 0.09
286.230000	+53.396667	7251	 51    Dra	178207	 5.38	-0.01
286.291250	+49.923333	7252	          	178208	 6.43	
286.657083	+28.628611	7253	          	178233	 5.55	 0.29
287.367917	-37.904444	7254	   Alp CrA	178253	 4.11	 0.04
287.415417	-39.828056	7255	          	178254	 6.46	 1.06
287.401667	-36.164722	7256	          	178299	 6.56	-0.02
287.490833	-41.892500	7257	          	178322	 5.88	-0.08
286.570833	+41.413889	7258	          	178329	 6.49	-0.15
287.507083	-39.340833	7259	   Bet CrA	178345	 4.11	 1.20
286.988750	+16.853333	7260	          	178428	 6.07	 0.70
286.856667	+32.501667	7261	 17    Lyr	178449	 5.23	 0.34
286.825417	+36.100278	7262	 18Iot Lyr	178475	 5.28	-0.11
287.015000	+21.698889	7263	          	178476	 6.23	 0.40
287.440833	-21.023611	7264	 41Pi  Sgr	178524	 2.89	 0.35
287.450417	-19.803611	7265	          	178555	 6.13	 1.16
287.249583	 +6.073333	7266	 19    Aql	178596	 5.22	 0.35
287.167500	+16.851389	7267	          	178619	 6.48	 0.52
287.757500	-39.005000	7268	          	178628	 6.36	 0.01
287.465000	 -0.428056	7269	          	178744	 6.34	-0.04
287.828750	-29.502222	7270	          	178840	 6.30	-0.04
288.192083	-50.486389	7271	          	178845	 6.13	 0.95
287.268333	+34.600556	7272	          	178911	 6.74	 0.63
288.040833	-37.582778	7273	          	178937	 6.57	 1.02
289.118750	-69.190556	7274	   Tau Pav	179009	 6.27	 0.17
287.107500	+52.425556	7275	          	179094	 5.81	 1.09
288.116667	-21.658056	7276	          	179201	 6.41	 1.13
288.307083	-25.906667	7277	          	179323	 5.80	 1.38
289.300000	-66.661389	7278	          	179366	 5.53	 0.18
288.169583	 -7.939444	7279	 20    Aql	179406	 5.34	 0.13
287.878750	+26.735833	7280	          	179422	 6.36	 0.41
288.665417	-45.193333	7281	          	179433	 5.92	 0.90
288.314583	-12.282500	7282	          	179497	 5.51	 1.44
287.941667	+31.283333	7283	 19    Lyr	179527	 5.98	-0.07
287.846250	+40.429167	7284	          	179583	 6.18	 0.09
288.143333	+16.846389	7285	          	179588	 6.73	-0.01
288.152917	+21.554444	7286	          	179648	 5.93	 0.03
288.427917	 +2.293611	7287	 21    Aql	179761	 5.15	-0.07
288.433750	 +5.515833	7288	          	179791	 6.49	 0.09
289.090417	-45.466389	7289	          	179886	 5.40	 1.35
287.440833	+65.978611	7290	 55    Dra	179933	 6.25	 0.00
288.888333	-24.179167	7291	          	179949	 6.25	 0.54
288.885000	-25.256667	7292	 42Psi Sgr	179950	 4.85	 0.56
288.019167	+49.854167	7293	          	179957	 6.75	 0.65
288.020833	+49.856111	7294	          	179958	 6.57	 0.65
287.918750	+56.859167	7295	 53    Dra	180006	 5.12	 1.01
289.136667	-33.521667	7296	          	180093	 6.25	 0.02
289.539167	-53.386667	7297	          	180134	 6.38	 0.49
288.439583	+39.146111	7298	 20Eta Lyr	180163	 4.39	-0.15
288.760833	+20.203333	7299	          	180242	 6.00	 0.88
288.833750	+15.083611	7300	          	180262	 5.57	 1.07
288.822500	+21.232222	7301	  1    Sge	180317	 5.64	 0.11
288.853333	+30.526389	7302	          	180450	 5.85	 1.67
289.129167	 +4.834722	7303	 22    Aql	180482	 5.59	 0.08
289.408750	-18.953056	7304	 43    Sgr	180540	 4.96	 1.02
288.987500	+27.455556	7305	          	180553	 6.54	-0.06
289.054167	+21.390278	7306	  1    Vul	180554	 4.77	-0.05
289.111667	+14.544722	7307	          	180555	 5.63	-0.02
288.997500	+27.926944	7308	          	180583	 6.16	 0.61
288.480000	+57.705000	7309	 54    Dra	180610	 4.99	 1.16
288.138750	+67.661667	7310	 57Del Dra	180711	 3.07	 1.00
288.830417	+50.070833	7311	          	180756	 6.27	
287.290833	+76.560556	7312	 59    Dra	180777	 5.13	 0.31
289.450833	 +2.031667	7313	          	180782	 6.19	 0.02
289.092083	+38.133611	7314	 21The Lyr	180809	 4.36	 1.26
289.454167	+11.595278	7315	 25Ome1Aql	180868	 5.28	 0.20
289.916667	-35.421389	7316	          	180885	 5.59	-0.13
289.750417	-15.536389	7317	          	180928	 6.06	 1.43
289.431667	+23.025556	7318	  2    Vul	180968	 5.43	 0.02
289.635417	 +1.085278	7319	 23    Aql	180972	 5.10	 1.15
291.022500	-68.371111	7320	          	181019	 6.34	 1.23
289.712083	 +0.339167	7321	 24    Aql	181053	 6.41	 1.05
289.214167	+46.999167	7322	          	181096	 6.00	 0.44
290.109167	-31.817778	7323	          	181109	 6.58	 1.67
289.503333	+31.022222	7324	          	181119	 6.68	 0.08
289.719583	 +9.618056	7325	          	181122	 6.32	 1.05
289.702083	+19.610556	7326	          	181182	 6.58	 0.03
290.158750	-22.402500	7327	          	181240	 5.58	 0.27
289.275833	+53.368611	7328	  1Kap Cyg	181276	 3.77	 0.96
290.712917	-54.423611	7329	   Eta Tel	181296	 5.05	 0.02
290.374583	-34.983889	7330	          	181321	 6.48	 0.63
289.913750	+12.374722	7331	 28    Aql	181333	 5.53	 0.26
289.970833	+11.535000	7332	 29Ome2Aql	181383	 6.02	 0.08
290.137083	 -5.415833	7333	 26    Aql	181391	 5.01	 0.92
290.540000	-42.016111	7334	          	181401	 6.34	 1.14
289.765833	+33.388889	7335	          	181409	 6.60	-0.19
290.148750	 -0.892222	7336	 27    Aql	181440	 5.49	-0.04
290.659583	-44.458889	7337	   Bet1Sgr	181454	 4.01	-0.10
289.755000	+37.445278	7338	          	181470	 6.22	-0.03
290.404583	-19.234167	7339	          	181558	 6.26	-0.10
290.418333	-17.847222	7340	 44Rho1Sgr	181577	 3.93	 0.22
289.657083	+49.569722	7341	          	181597	 6.31	 1.12
290.431667	-15.955000	7342	 46Ups Sgr	181615	 4.61	 0.10
290.805000	-44.799722	7343	   Bet2Sgr	181623	 4.29	 0.34
290.462083	-18.308333	7344	 45Rho2Sgr	181645	 5.87	 1.06
289.912083	+37.330556	7345	          	181655	 6.31	 0.68
290.137917	+35.186111	7346	          	181828	 6.31	-0.12
290.586250	 -8.201111	7347	          	181858	 6.31	-0.10
290.971667	-40.616111	7348	   Alp Sgr	181869	 3.97	-0.10
290.589583	 -0.252500	7349	          	181907	 5.83	 1.09
291.089167	-43.723056	7350	          	181925	 6.17	 1.60
289.902083	+54.376111	7351	          	181960	 6.26	 0.03
288.887500	+73.355556	7352	 60Tau Dra	181984	 4.45	 1.25
290.769167	 -7.400278	7353	          	182038	 6.32	 1.45
290.701667	 +9.913056	7354	          	182101	 6.35	 0.44
291.125417	-27.865556	7355	          	182180	 6.04	-0.13
290.067083	+57.645278	7356	          	182190	 5.91	 1.58
290.784167	+14.921111	7357	          	182239	 6.64	 0.27
290.712083	+26.262500	7358	  3    Vul	182255	 5.18	-0.12
290.639167	+33.518056	7359	          	182272	 6.06	 1.03
291.267083	-29.309167	7360	          	182286	 5.93	 1.26
289.942083	+64.390833	7361	          	182308	 6.52	-0.04
291.318750	-24.508611	7362	 47Chi1Sgr	182369	 5.03	 0.23
291.373750	-23.962222	7363	 49Chi3Sgr	182416	 5.43	 1.43
290.945417	+20.264444	7364	          	182422	 6.40	 0.01
290.355833	+57.766944	7365	          	182440	 6.43	
291.256667	 -4.884167	7366	          	182475	 6.52	 0.33
291.340000	-13.896944	7367	          	182477	 5.69	 1.43
290.891667	+33.222222	7368	          	182488	 6.37	 0.81
291.092083	+16.937778	7369	  2    Sge	182490	 6.25	 0.08
291.950417	-54.325278	7370	          	182509	 5.69	 1.40
290.167083	+65.714722	7371	 58Pi  Dra	182564	 4.59	 0.02
291.031667	+29.621389	7372	  2    Cyg	182568	 4.97	-0.10
291.242500	+11.944444	7373	 31    Aql	182572	 5.16	 0.77
291.093333	+28.087778	7374	          	182618	 6.53	-0.08
291.580000	-21.776667	7375	 50    Sgr	182629	 5.59	 1.22
291.025417	+36.451944	7376	          	182635	 6.36	
291.374583	 +3.114722	7377	 30Del Aql	182640	 3.36	 0.32
291.546250	-15.053056	7378	          	182645	 5.72	 0.02
291.602500	-14.551111	7379	          	182678	 6.70	 0.05
291.735417	-29.743333	7380	          	182681	 5.67	 0.00
290.849167	+50.271389	7381	          	182691	 6.51	-0.08
290.985417	+43.388056	7382	          	182694	 5.84	 0.92
292.795417	-68.433889	7383	          	182709	 5.96	 1.64
291.343333	+20.271389	7384	          	182761	 6.31	-0.02
291.369167	+19.798611	7385	  4    Vul	182762	 5.16	 0.98
291.357500	+24.912778	7386	          	182807	 6.19	 0.51
291.629583	 +0.338611	7387	 32Nu  Aql	182835	 4.66	 0.60
292.469167	-55.441389	7388	          	182893	 6.13	 0.98
291.600417	+13.023889	7389	          	182900	 5.74	 0.47
291.555000	+20.097778	7390	  5    Vul	182919	 5.63	-0.01
291.619583	+19.891389	7391	          	182955	 5.81	 1.55
292.349583	-43.445833	7392	          	183007	 5.71	 0.22
292.643750	-55.110000	7393	   Mu  Tel	183028	 6.30	 0.45
259.236667	+89.037778	7394	   Lam UMi	183030	 6.38	 1.57
291.537917	+36.317778	7395	  4    Cyg	183056	 5.15	-0.12
291.891250	+14.282500	7396	          	183144	 6.32	-0.06
292.086667	 +2.930278	7397	          	183227	 5.85	 0.01
292.467500	-26.985556	7398	          	183275	 5.52	 1.12
292.561250	-32.092222	7399	          	183312	 6.60	 0.39
292.254167	 +1.950278	7400	 35    Aql	183324	 5.80	 0.08
291.444583	+58.027222	7401	          	183339	 6.60	-0.15
292.339583	 -7.043889	7402	          	183344	 6.61	 1.10
291.902083	+37.941111	7403	          	183362	 6.34	-0.14
292.325000	 +0.246111	7404	          	183387	 6.25	 1.32
292.176250	+24.665000	7405	  6Alp Vul	183439	 4.44	 1.50
292.237500	+24.768611	7406	  8    Vul	183491	 5.81	 1.03
292.342083	+14.595833	7407	          	183492	 5.56	 1.05
291.857917	+52.320556	7408	  7Iot1Cyg	183534	 5.75	 0.00
292.337083	+20.279722	7409	  7    Vul	183537	 6.33	-0.10
292.725000	-21.312222	7410	          	183545	 6.13	 0.12
293.224167	-53.185833	7411	          	183552	 5.75	 0.30
292.543750	 +2.904167	7412	          	183589	 6.09	 1.82
291.610417	+62.557222	7413	          	183611	 6.38	 1.39
292.665833	 -2.788889	7414	 36    Aql	183630	 5.03	 1.75
292.637917	 +3.444444	7415	          	183656	 6.05	 0.01
293.340000	-45.271944	7416	          	183806	 5.61	-0.04
292.680417	+27.959722	7417	  6Bet1Cyg	183912	 3.08	 1.13
292.688750	+27.965278	7418	  6Bet2Cyg	183914	 5.11	-0.10
292.695417	+36.228611	7419	          	183986	 6.25	-0.04
292.426250	+51.729722	7420	 10Iot2Cyg	184006	 3.79	 0.14
292.840833	+26.617222	7421	          	184010	 5.87	 0.93
293.535417	-40.034722	7422	          	184035	 5.89	 0.09
290.417500	+79.602778	7423	          	184102	 6.05	 0.07
293.804167	-48.099167	7424	   Iot Tel	184127	 4.90	 1.09
288.782500	+83.462778	7425	          	184146	 6.53	 0.10
292.942917	+34.453056	7426	  8    Cyg	184171	 4.74	-0.14
292.830417	+50.306667	7427	          	184293	 5.53	 1.25
292.806667	+55.731944	7428	          	184398	 6.37	 1.16
293.522500	 +7.378889	7429	 38Mu  Aql	184406	 4.45	 1.17
293.780417	-10.560278	7430	 37    Aql	184492	 5.12	 1.13
294.007083	-24.719167	7431	 51    Sgr	184552	 5.65	 0.19
293.874167	 -7.460278	7432	          	184573	 6.34	 1.12
293.890000	-12.252778	7433	          	184574	 6.27	 1.09
294.607917	-57.983333	7434	          	184585	 6.18	 0.97
294.967083	-66.685556	7435	          	184586	 6.39	 0.02
293.401667	+38.762222	7436	          	184603	 6.61	 0.03
293.645417	+19.773333	7437	  9    Vul	184606	 5.00	-0.09
293.855000	 +2.913333	7438	          	184663	 6.38	 0.41
294.108750	-18.852778	7439	          	184705	 6.11	 0.27
294.176667	-24.883611	7440	 52    Sgr	184707	 4.60	-0.07
293.712083	+29.463056	7441	  9    Cyg	184759	 5.38	 0.55
293.423333	+49.262500	7442	          	184786	 5.96	 1.64
294.263750	-18.231111	7443	          	184835	 5.64	 1.26
293.671667	+42.412778	7444	          	184875	 5.35	 0.05
294.033333	+11.150000	7445	          	184884	 6.68	
294.222917	 -7.027500	7446	 39Kap Aql	184915	 4.95	 0.00
294.180417	 -1.286389	7447	 41Iot Aql	184930	 4.36	-0.08
293.292083	+60.158611	7448	          	184936	 6.29	 1.57
294.065833	+14.391667	7449	          	184944	 6.38	 1.04
292.750833	+70.989444	7450	          	184958	 6.07	 1.41
293.582500	+51.236667	7451	          	184960	 5.73	 0.48
294.034583	+22.585833	7452	          	184961	 6.32	-0.07
293.666250	+48.164722	7453	          	184977	 6.67	 0.24
294.393333	-14.301667	7454	          	184985	 5.47	 0.50
295.406250	-65.854167	7455	          	184996	 6.09	 1.55
294.218750	+11.273333	7456	          	185018	 5.98	 0.88
293.951250	+36.944444	7457	 11    Cyg	185037	 6.05	-0.11
294.157083	+20.332778	7458	          	185059	 7.14	 1.32
295.076250	-54.417500	7459	          	185075	 6.26	 1.00
294.447083	 -4.647500	7460	 42    Aql	185124	 5.46	 0.43
294.925000	-45.278056	7461	          	185139	 6.25	 0.28
293.090000	+69.661111	7462	 61Sig Dra	185144	 4.68	 0.79
294.322500	+16.462778	7463	  4Eps Sge	185194	 5.66	 1.02
294.982083	-39.433333	7464	          	185257	 6.61	 0.23
293.982917	+50.238611	7465	          	185264	 6.52	 1.06
294.289167	+29.333611	7466	          	185268	 6.43	-0.09
294.235833	+38.383889	7467	          	185330	 6.50	-0.15
294.157917	+44.695000	7468	          	185351	 5.17	 0.93
294.110417	+50.221111	7469	 13The Cyg	185395	 4.48	 0.38
294.955833	-23.427778	7470	 53    Sgr	185404	 6.34	 0.03
294.704167	 +3.381667	7471	          	185423	 6.35	 0.04
294.572917	+20.782778	7472	          	185436	 6.48	 1.08
295.029583	-23.428611	7473	          	185467	 5.97	 1.04
294.798333	 +5.397778	7474	 44Sig Aql	185507	 5.17	 0.03
294.855833	+16.571389	7475	          	185622	 6.38	 2.07
295.180833	-16.293333	7476	 54    Sgr	185644	 6.20	 1.13
294.486250	+49.284444	7477	          	185657	 6.47	 0.99
294.844167	+30.153333	7478	 12Phi Cyg	185734	 4.69	 0.97
295.024167	+18.013889	7479	  5Alp Sge	185758	 4.37	 0.78
295.180417	 -0.621111	7480	 45    Aql	185762	 5.67	 0.11
294.937500	+33.979167	7481	          	185837	 6.10	 0.08
295.117917	+20.476667	7482	          	185859	 6.50	 0.39
294.860417	+42.818333	7483	 14    Cyg	185872	 5.40	-0.08
294.671667	+54.973889	7484	          	185912	 5.82	 0.44
295.165417	+23.717500	7485	          	185915	 6.64	 0.01
295.272917	+13.815556	7486	          	185936	 6.01	-0.08
294.893333	+45.958056	7487	          	185955	 6.20	 0.90
295.262083	+17.476111	7488	  6Bet Sge	185958	 4.37	 1.05
295.629583	-16.123889	7489	 55    Sgr	186005	 5.06	 0.33
295.312083	+22.452778	7490	          	186021	 6.36	 1.53
295.906667	-37.538889	7491	          	186042	 6.16	 0.01
295.171667	+43.077778	7492	          	186121	 6.16	 1.56
295.553333	+12.193333	7493	 46    Aql	186122	 6.34	-0.03
299.006250	-81.349722	7494	          	186154	 6.39	 1.40
295.209167	+45.525000	7495	          	186155	 5.06	 0.40
295.889583	-15.470000	7496	          	186185	 5.49	 0.46
295.641667	+11.826667	7497	 47Chi Aql	186203	 5.27	 0.57
297.355417	-72.503333	7498	          	186219	 5.41	 0.22
295.489583	+40.253889	7499	          	186307	 6.23	 0.18
295.054167	+60.507222	7500	          	186340	 6.51	 0.22
295.704583	+29.331667	7501	          	186357	 6.49	 0.33
295.685833	+32.426667	7502	          	186377	 5.94	 0.11
295.453750	+50.525278	7503	 16    Cyg	186408	 5.96	 0.64
295.466667	+50.517500	7504	          	186427	 6.20	 0.66
295.789583	+30.678611	7505	          	186440	 6.05	 0.00
295.928750	+25.771944	7506	 10    Vul	186486	 5.49	 0.93
296.505000	-31.908611	7507	          	186500	 5.52	 0.02
295.982917	+27.135556	7508	          	186518	 6.28	 1.10
295.517083	+55.463333	7509	          	186532	 6.48	 1.61
297.005000	-56.362500	7510	   Nu  Tel	186543	 5.35	 0.20
296.142083	+13.302778	7511	 48Psi Aql	186547	 6.26	-0.03
295.964167	+34.162500	7512	          	186568	 6.05	-0.06
297.472083	-66.812778	7513	          	186584	 6.45	 1.48
295.937500	+41.773056	7514	          	186619	 5.84	 1.57
296.590417	-19.761111	7515	 56    Sgr	186648	 4.86	 0.93
296.467500	 -2.883333	7516	          	186660	 6.48	 0.05
296.069167	+37.354444	7517	 15    Cyg	186675	 4.89	 0.95
296.202917	+29.264722	7518	          	186688	 6.82	 0.64
296.416250	 +7.613333	7519	 49Ups Aql	186689	 5.91	 0.18
296.159167	+34.413889	7520	          	186702	 6.57	
297.229583	-52.888056	7521	          	186756	 6.25	 1.13
295.810833	+58.016389	7522	          	186760	 6.22	 0.56
296.204167	+40.716667	7523	          	186776	 6.34	 1.64
297.755417	-65.605000	7524	          	186786	 6.05	 0.30
296.565000	+10.613333	7525	 50Gam Aql	186791	 2.72	 1.52
295.915000	+57.042500	7526	          	186815	 6.27	 0.88
297.590417	-61.061389	7527	          	186837	 6.21	-0.14
296.243750	+45.130833	7528	 18Del Cyg	186882	 2.87	-0.03
296.415000	+36.091111	7529	          	186901	 6.43	-0.03
296.464167	+35.012778	7530	          	186927	 6.09	 1.06
297.686667	-59.193056	7531	          	186957	 5.42	 0.08
297.012500	-13.703333	7532	          	186984	 6.11	 0.20
296.664583	+25.133889	7533	          	186998	 6.62	 0.27
296.606667	+33.727778	7534	 17    Cyg	187013	 4.99	 0.47
296.645833	+32.888611	7535	          	187038	 6.18	 1.13
296.847083	+18.534167	7536	  7Del Sge	187076	 3.82	 1.41
297.557500	-47.557222	7537	          	187086	 5.94	 1.70
297.298333	-28.788889	7538	          	187098	 6.05	 0.40
296.952500	+25.383889	7540	          	187193	 5.95	 0.99
297.259167	-10.870833	7541	          	187195	 6.04	 1.24
297.126667	+10.694167	7542	          	187203	 6.44	 0.96
296.865833	+38.407500	7543	          	187235	 5.77	-0.06
297.175417	+11.815833	7544	 52Pi  Aql	187259	 5.72	
296.077083	+69.336944	7545	          	187340	 5.92	 0.05
297.244583	+19.142222	7546	  8Zet Sge	187362	 5.00	 0.10
296.861667	+47.907778	7547	          	187372	 6.12	 1.64
298.156667	-54.971111	7548	          	187420	 5.74	 0.92
298.162500	-54.976667	7549	          	187421	 6.50	 0.10
297.182917	+35.311389	7550	          	187458	 6.53	 0.44
297.210833	+33.437222	7551	          	187459	 6.44	 0.20
297.960833	-39.874444	7552	          	187474	 5.33	-0.06
297.695000	-10.763611	7553	 51    Aql	187532	 5.39	 0.38
297.572917	 +7.902500	7554	          	187567	 6.51	-0.10
297.364583	+38.710000	7555	          	187638	 6.11	 0.90
297.477500	+28.440556	7556	          	187640	 6.38	-0.06
297.695833	 +8.868333	7557	 53Alp Aql	187642	 0.77	 0.22
298.668333	-61.170833	7558	          	187653	 6.24	 0.16
297.796250	 -2.460833	7559	          	187660	 6.13	 1.57
297.756667	+10.415556	7560	 54Omi Aql	187691	 5.11	 0.55
298.050000	-19.045000	7561	 57    Sgr	187739	 5.92	 0.98
297.823750	 +9.630278	7562	          	187753	 6.25	 0.10
296.686250	+68.438333	7563	          	187764	 6.34	 0.28
297.641250	+32.914167	7564	   Chi Cyg	187796	 4.23	 1.82
297.767083	+22.610000	7565	 12    Vul	187811	 4.95	-0.14
297.641667	+38.722500	7566	 19    Cyg	187849	 5.12	 1.69
297.655417	+40.599722	7567	          	187879	 5.69	-0.04
297.695833	+37.826389	7568	          	187880	 6.06	 1.70
298.014583	+11.628889	7569	          	187923	 6.13	 0.65
298.118333	 +1.005556	7570	 55Eta Aql	187929	 3.90	 0.89
298.276667	-14.603056	7571	          	187949	 6.48	 0.14
298.065000	+10.351389	7572	          	187961	 6.54	-0.01
298.006667	+24.992222	7573	          	187982	 5.57	 0.71
298.090833	+18.671944	7574	  9    Sge	188001	 6.23	 0.01
298.327917	 -3.114444	7575	          	188041	 5.65	 0.20
297.657083	+52.988056	7576	 20    Cyg	188056	 5.03	 1.28
297.830833	+47.377222	7577	          	188074	 6.20	 0.36
298.573750	-23.941111	7578	          	188088	 6.18	 1.02
299.672083	-69.163889	7579	          	188097	 5.75	 0.23
298.344167	 +4.400556	7580	          	188107	 6.53	 0.02
298.815417	-41.868333	7581	   Iot Sgr	188114	 4.13	 1.08
297.043333	+70.267778	7582	 63Eps Dra	188119	 3.83	 0.89
298.067917	+36.432222	7583	          	188149	 6.10	 1.43
298.534167	 -8.574167	7584	 56    Aql	188154	 5.79	 1.64
298.771250	-33.046389	7585	          	188158	 6.46	 1.48
299.240417	-57.925556	7586	          	188161	 6.53	 1.53
299.275833	-58.901389	7587	          	188162	 5.26	-0.01
299.720833	-68.762222	7588	          	188164	 6.39	 0.16
297.996250	+47.027500	7589	          	188209	 5.62	-0.07
300.147917	-72.910556	7590	   Eps Pav	188228	 3.96	-0.03
298.030000	+47.931944	7591	          	188252	 5.91	-0.18
298.365417	+24.079722	7592	 13    Vul	188260	 4.58	-0.06
298.656667	 -8.227222	7593	 57    Aql	188293	 5.71	-0.08
298.658750	 -8.237222	7594	 57    Aql	188294	 6.49	-0.04
298.562083	 +8.461389	7595	 59Xi  Aql	188310	 4.71	 1.05
298.686667	 +0.273611	7596	 58    Aql	188350	 5.61	 0.10
298.960000	-26.299444	7597	 58Ome Sgr	188376	 4.70	 0.75
298.667917	 +7.140278	7598	          	188385	 6.15	 0.03
298.831667	 -6.734167	7599	          	188405	 6.51	 0.39
298.255000	+47.807500	7600	          	188439	 6.29	-0.11
298.629583	+24.319444	7601	          	188485	 5.52	-0.02
298.828333	 +6.406667	7602	 60Bet Aql	188512	 3.71	 0.86
300.095833	-66.949444	7603	   Mu 1Pav	188584	 5.76	 1.04
299.236667	-27.170000	7604	 59    Sgr	188603	 4.52	 1.46
299.422083	-38.058333	7605	          	188642	 6.55	 0.39
298.701250	+36.996111	7606	          	188650	 5.76	 0.75
